time,a.s.x,a.s.y,a.v.x,a.v.y,a.a.x,a.a.y,b.s.x,b.s.y,b.v.x,b.v.y,b.a.x,b.a.y
0.0041,0.00041,0.00041,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0042,0.00042,0.00042,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0043,0.00043,0.00043,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0044,0.00044,0.00044,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0045,0.00045,0.00045,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0046,0.00046,0.00046,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0047,0.00047,0.00047,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0048,0.00048,0.00048,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0049,0.00049,0.00049,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.005,0.0005,0.0005,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0051,0.00051,0.00051,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0052,0.00052,0.00052,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0053,0.00053,0.00053,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0054,0.00054,0.00054,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0055,0.00055,0.00055,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0056,0.00056,0.00056,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0057,0.00057,0.00057,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0058,0.00058,0.00058,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0059,0.00059,0.00059,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.006,0.0006,0.0006,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0061,0.00061,0.00061,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0062,0.00062,0.00062,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0063,0.00063,0.00063,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0064,0.00064,0.00064,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0065,0.00065,0.00065,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0066,0.00066,0.00066,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0067,0.00067,0.00067,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0068,0.00068,0.00068,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0069,0.00069,0.00069,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.007,0.0007,0.0007,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0071,0.00071,0.00071,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0072,0.00072,0.00072,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0073,0.00073,0.00073,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0074,0.00074,0.00074,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0075,0.00075,0.00075,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0076,0.00076,0.00076,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0077,0.00077,0.00077,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0078,0.00078,0.00078,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0079,0.00079,0.00079,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.008,0.0008,0.0008,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0081,0.00081,0.00081,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0082,0.00082,0.00082,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0083,0.00083,0.00083,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0084,0.00084,0.00084,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0085,0.00085,0.00085,0.1,0.1,0,0,0.2,0.18,0,0,0,0
0.0086,0.00086,0.00086,0.1,0.1,0,0,0.2,0.18,0,0,0,0
