time,a.s.x,a.s.y,a.v.x,a.v.y,a.a.x,a.a.y,b.s.x,b.s.y,b.v.x,b.v.y,b.a.x,b.a.y
0.0103,0.000515,0.1,0.05,0,0,0,0.1,0.000515,0,0.05,0,0
0.0104,0.00052,0.1,0.05,0,0,0,0.1,0.00052,0,0.05,0,0
0.0105,0.000525,0.1,0.05,0,0,0,0.1,0.000525,0,0.05,0,0
0.0106,0.00053,0.1,0.05,0,0,0,0.1,0.00053,0,0.05,0,0
0.0107,0.000535,0.1,0.05,0,0,0,0.1,0.000535,0,0.05,0,0
0.0108,0.00054,0.1,0.05,0,0,0,0.1,0.00054,0,0.05,0,0
0.0109,0.000545,0.1,0.05,0,0,0,0.1,0.000545,0,0.05,0,0
0.011,0.00055,0.1,0.05,0,0,0,0.1,0.00055,0,0.05,0,0
0.0111,0.000555,0.1,0.05,0,0,0,0.1,0.000555,0,0.05,0,0
0.0112,0.00056,0.1,0.05,0,0,0,0.1,0.00056,0,0.05,0,0
0.0113,0.000565,0.1,0.05,0,0,0,0.1,0.000565,0,0.05,0,0
0.0114,0.00057,0.1,0.05,0,0,0,0.1,0.00057,0,0.05,0,0
0.0115,0.000575,0.1,0.05,0,0,0,0.1,0.000575,0,0.05,0,0
0.0116,0.00058,0.1,0.05,0,0,0,0.1,0.00058,0,0.05,0,0
0.0117,0.000585,0.1,0.05,0,0,0,0.1,0.000585,0,0.05,0,0
0.0118,0.00059,0.1,0.05,0,0,0,0.1,0.00059,0,0.05,0,0
0.0119,0.000595,0.1,0.05,0,0,0,0.1,0.000595,0,0.05,0,0
0.012,0.0006,0.1,0.05,0,0,0,0.1,0.0006,0,0.05,0,0
0.0121,0.000605,0.1,0.05,0,0,0,0.1,0.000605,0,0.05,0,0
0.0122,0.00061,0.1,0.05,0,0,0,0.1,0.00061,0,0.05,0,0
0.0123,0.000615,0.1,0.05,0,0,0,0.1,0.000615,0,0.05,0,0
0.0124,0.00062,0.1,0.05,0,0,0,0.1,0.00062,0,0.05,0,0
0.0125,0.000625,0.1,0.05,0,0,0,0.1,0.000625,0,0.05,0,0
0.0126,0.00063,0.1,0.05,0,0,0,0.1,0.00063,0,0.05,0,0
0.0127,0.000635,0.1,0.05,0,0,0,0.1,0.000635,0,0.05,0,0
0.0128,0.00064,0.1,0.05,0,0,0,0.1,0.00064,0,0.05,0,0
0.0129,0.000645,0.1,0.05,0,0,0,0.1,0.000645,0,0.05,0,0
0.013,0.00065,0.1,0.05,0,0,0,0.1,0.00065,0,0.05,0,0
0.0131,0.000655,0.1,0.05,0,0,0,0.1,0.000655,0,0.05,0,0
0.0132,0.00066,0.1,0.05,0,0,0,0.1,0.00066,0,0.05,0,0
0.0133,0.000665,0.1,0.05,0,0,0,0.1,0.000665,0,0.05,0,0
0.0134,0.00067,0.1,0.05,0,0,0,0.1,0.00067,0,0.05,0,0
0.0135,0.000675,0.1,0.05,0,0,0,0.1,0.000675,0,0.05,0,0
0.0136,0.00068,0.1,0.05,0,0,0,0.1,0.00068,0,0.05,0,0
0.0137,0.000685,0.1,0.05,0,0,0,0.1,0.000685,0,0.05,0,0
0.0138,0.00069,0.1,0.05,0,0,0,0.1,0.00069,0,0.05,0,0
0.0139,0.000695,0.1,0.05,0,0,0,0.1,0.000695,0,0.05,0,0
0.014,0.0007,0.1,0.05,0,0,0,0.1,0.0007,0,0.05,0,0
0.0141,0.000705,0.1,0.05,0,0,0,0.1,0.000705,0,0.05,0,0
0.0142,0.00071,0.1,0.05,0,0,0,0.1,0.00071,0,0.05,0,0
0.0143,0.000715,0.1,0.05,0,0,0,0.1,0.000715,0,0.05,0,0
0.0144,0.00072,0.1,0.05,0,0,0,0.1,0.00072,0,0.05,0,0
0.0145,0.000725,0.1,0.05,0,0,0,0.1,0.000725,0,0.05,0,0
0.0146,0.00073,0.1,0.05,0,0,0,0.1,0.00073,0,0.05,0,0
0.0147,0.000735,0.1,0.05,0,0,0,0.1,0.000735,0,0.05,0,0
0.0148,0.00074,0.1,0.05,0,0,0,0.1,0.00074,0,0.05,0,0
0.0149,0.000745,0.1,0.05,0,0,0,0.1,0.000745,0,0.05,0,0
0.015,0.00075,0.1,0.05,0,0,0,0.1,0.00075,0,0.05,0,0
0.0151,0.000755,0.1,0.05,0,0,0,0.1,0.000755,0,0.05,0,0
0.0152,0.00076,0.1,0.05,0,0,0,0.1,0.00076,0,0.05,0,0
0.0153,0.000765,0.1,0.05,0,0,0,0.1,0.000765,0,0.05,0,0
0.0154,0.00077,0.1,0.05,0,0,0,0.1,0.00077,0,0.05,0,0
0.0155,0.000775,0.1,0.05,0,0,0,0.1,0.000775,0,0.05,0,0
0.0156,0.00078,0.1,0.05,0,0,0,0.1,0.00078,0,0.05,0,0
0.0157,0.000785,0.1,0.05,0,0,0,0.1,0.000785,0,0.05,0,0
0.0158,0.00079,0.1,0.05,0,0,0,0.1,0.00079,0,0.05,0,0
0.0159,0.000795,0.1,0.05,0,0,0,0.1,0.000795,0,0.05,0,0
0.016,0.0008,0.1,0.05,0,0,0,0.1,0.0008,0,0.05,0,0
0.0161,0.000805,0.1,0.05,0,0,0,0.1,0.000805,0,0.05,0,0
0.0162,0.00081,0.1,0.05,0,0,0,0.1,0.00081,0,0.05,0,0
0.0163,0.000815,0.1,0.05,0,0,0,0.1,0.000815,0,0.05,0,0
0.0164,0.00082,0.1,0.05,0,0,0,0.1,0.00082,0,0.05,0,0
0.0165,0.000825,0.1,0.05,0,0,0,0.1,0.000825,0,0.05,0,0
0.0166,0.00083,0.1,0.05,0,0,0,0.1,0.00083,0,0.05,0,0
0.0167,0.000835,0.1,0.05,0,0,0,0.1,0.000835,0,0.05,0,0
0.0168,0.00084,0.1,0.05,0,0,0,0.1,0.00084,0,0.05,0,0
0.0169,0.000845,0.1,0.05,0,0,0,0.1,0.000845,0,0.05,0,0
0.017,0.00085,0.1,0.05,0,0,0,0.1,0.00085,0,0.05,0,0
0.0171,0.000855,0.1,0.05,0,0,0,0.1,0.000855,0,0.05,0,0
0.0172,0.00086,0.1,0.05,0,0,0,0.1,0.00086,0,0.05,0,0
0.0173,0.000865,0.1,0.05,0,0,0,0.1,0.000865,0,0.05,0,0
0.0174,0.00087,0.1,0.05,0,0,0,0.1,0.00087,0,0.05,0,0
0.0175,0.000875,0.1,0.05,0,0,0,0.1,0.000875,0,0.05,0,0
0.0176,0.00088,0.1,0.05,0,0,0,0.1,0.00088,0,0.05,0,0
0.0177,0.000885,0.1,0.05,0,0,0,0.1,0.000885,0,0.05,0,0
0.0178,0.00089,0.1,0.05,0,0,0,0.1,0.00089,0,0.05,0,0
0.0179,0.000895,0.1,0.05,0,0,0,0.1,0.000895,0,0.05,0,0
0.018,0.0009,0.1,0.05,0,0,0,0.1,0.0009,0,0.05,0,0
0.0181,0.000905,0.1,0.05,0,0,0,0.1,0.000905,0,0.05,0,0
0.0182,0.00091,0.1,0.05,0,0,0,0.1,0.00091,0,0.05,0,0
0.0183,0.000915,0.1,0.05,0,0,0,0.1,0.000915,0,0.05,0,0
0.0184,0.00092,0.1,0.05,0,0,0,0.1,0.00092,0,0.05,0,0
0.0185,0.000925,0.1,0.05,0,0,0,0.1,0.000925,0,0.05,0,0
0.0186,0.00093,0.1,0.05,0,0,0,0.1,0.00093,0,0.05,0,0
0.0187,0.000935,0.1,0.05,0,0,0,0.1,0.000935,0,0.05,0,0
0.0188,0.00094,0.1,0.05,0,0,0,0.1,0.00094,0,0.05,0,0
0.0189,0.000945,0.1,0.05,0,0,0,0.1,0.000945,0,0.05,0,0
0.019,0.00095,0.1,0.05,0,0,0,0.1,0.00095,0,0.05,0,0
0.0191,0.000955,0.1,0.05,0,0,0,0.1,0.000955,0,0.05,0,0
0.0192,0.00096,0.1,0.05,0,0,0,0.1,0.00096,0,0.05,0,0
0.0193,0.000965,0.1,0.05,0,0,0,0.1,0.000965,0,0.05,0,0
0.0194,0.00097,0.1,0.05,0,0,0,0.1,0.00097,0,0.05,0,0
0.0195,0.000975,0.1,0.05,0,0,0,0.1,0.000975,0,0.05,0,0
0.0196,0.00098,0.1,0.05,0,0,0,0.1,0.00098,0,0.05,0,0
0.0197,0.000985,0.1,0.05,0,0,0,0.1,0.000985,0,0.05,0,0
0.0198,0.00099,0.1,0.05,0,0,0,0.1,0.00099,0,0.05,0,0
0.0199,0.000995,0.1,0.05,0,0,0,0.1,0.000995,0,0.05,0,0
0.02,0.001,0.1,0.05,0,0,0,0.1,0.001,0,0.05,0,0
0.0201,0.001005,0.1,0.05,0,0,0,0.1,0.001005,0,0.05,0,0
0.0202,0.00101,0.1,0.05,0,0,0,0.1,0.00101,0,0.05,0,0
0.0203,0.001015,0.1,0.05,0,0,0,0.1,0.001015,0,0.05,0,0
0.0204,0.00102,0.1,0.05,0,0,0,0.1,0.00102,0,0.05,0,0
0.0205,0.001025,0.1,0.05,0,0,0,0.1,0.001025,0,0.05,0,0
0.0206,0.00103,0.1,0.05,0,0,0,0.1,0.00103,0,0.05,0,0
0.0207,0.001035,0.1,0.05,0,0,0,0.1,0.001035,0,0.05,0,0
0.0208,0.00104,0.1,0.05,0,0,0,0.1,0.00104,0,0.05,0,0
0.0209,0.001045,0.1,0.05,0,0,0,0.1,0.001045,0,0.05,0,0
0.021,0.00105,0.1,0.05,0,0,0,0.1,0.00105,0,0.05,0,0
0.0211,0.001055,0.1,0.05,0,0,0,0.1,0.001055,0,0.05,0,0
0.0212,0.00106,0.1,0.05,0,0,0,0.1,0.00106,0,0.05,0,0
0.0213,0.001065,0.1,0.05,0,0,0,0.1,0.001065,0,0.05,0,0
0.0214,0.00107,0.1,0.05,0,0,0,0.1,0.00107,0,0.05,0,0
0.0215,0.001075,0.1,0.05,0,0,0,0.1,0.001075,0,0.05,0,0
0.0216,0.00108,0.1,0.05,0,0,0,0.1,0.00108,0,0.05,0,0
0.0217,0.001085,0.1,0.05,0,0,0,0.1,0.001085,0,0.05,0,0
0.0218,0.00109,0.1,0.05,0,0,0,0.1,0.00109,0,0.05,0,0
0.0219,0.001095,0.1,0.05,0,0,0,0.1,0.001095,0,0.05,0,0
0.022,0.0011,0.1,0.05,0,0,0,0.1,0.0011,0,0.05,0,0
0.0221,0.001105,0.1,0.05,0,0,0,0.1,0.001105,0,0.05,0,0
0.0222,0.00111,0.1,0.05,0,0,0,0.1,0.00111,0,0.05,0,0
0.0223,0.001115,0.1,0.05,0,0,0,0.1,0.001115,0,0.05,0,0
0.0224,0.00112,0.1,0.05,0,0,0,0.1,0.00112,0,0.05,0,0
0.0225,0.001125,0.1,0.05,0,0,0,0.1,0.001125,0,0.05,0,0
0.0226,0.00113,0.1,0.05,0,0,0,0.1,0.00113,0,0.05,0,0
0.0227,0.001135,0.1,0.05,0,0,0,0.1,0.001135,0,0.05,0,0
0.0228,0.00114,0.1,0.05,0,0,0,0.1,0.00114,0,0.05,0,0
0.0229,0.001145,0.1,0.05,0,0,0,0.1,0.001145,0,0.05,0,0
0.023,0.00115,0.1,0.05,0,0,0,0.1,0.00115,0,0.05,0,0
0.0231,0.001155,0.1,0.05,0,0,0,0.1,0.001155,0,0.05,0,0
0.0232,0.00116,0.1,0.05,0,0,0,0.1,0.00116,0,0.05,0,0
0.0233,0.001165,0.1,0.05,0,0,0,0.1,0.001165,0,0.05,0,0
0.0234,0.00117,0.1,0.05,0,0,0,0.1,0.00117,0,0.05,0,0
0.0235,0.001175,0.1,0.05,0,0,0,0.1,0.001175,0,0.05,0,0
0.0236,0.00118,0.1,0.05,0,0,0,0.1,0.00118,0,0.05,0,0
0.0237,0.001185,0.1,0.05,0,0,0,0.1,0.001185,0,0.05,0,0
0.0238,0.00119,0.1,0.05,0,0,0,0.1,0.00119,0,0.05,0,0
0.0239,0.001195,0.1,0.05,0,0,0,0.1,0.001195,0,0.05,0,0
0.024,0.0012,0.1,0.05,0,0,0,0.1,0.0012,0,0.05,0,0
0.0241,0.001205,0.1,0.05,0,0,0,0.1,0.001205,0,0.05,0,0
0.0242,0.00121,0.1,0.05,0,0,0,0.1,0.00121,0,0.05,0,0
0.0243,0.001215,0.1,0.05,0,0,0,0.1,0.001215,0,0.05,0,0
0.0244,0.00122,0.1,0.05,0,0,0,0.1,0.00122,0,0.05,0,0
0.0245,0.001225,0.1,0.05,0,0,0,0.1,0.001225,0,0.05,0,0
0.0246,0.00123,0.1,0.05,0,0,0,0.1,0.00123,0,0.05,0,0
0.0247,0.001235,0.1,0.05,0,0,0,0.1,0.001235,0,0.05,0,0
0.0248,0.00124,0.1,0.05,0,0,0,0.1,0.00124,0,0.05,0,0
0.0249,0.001245,0.1,0.05,0,0,0,0.1,0.001245,0,0.05,0,0
0.025,0.00125,0.1,0.05,0,0,0,0.1,0.00125,0,0.05,0,0
0.0251,0.001255,0.1,0.05,0,0,0,0.1,0.001255,0,0.05,0,0
0.0252,0.00126,0.1,0.05,0,0,0,0.1,0.00126,0,0.05,0,0
0.0253,0.001265,0.1,0.05,0,0,0,0.1,0.001265,0,0.05,0,0
0.0254,0.00127,0.1,0.05,0,0,0,0.1,0.00127,0,0.05,0,0
0.0255,0.001275,0.1,0.05,0,0,0,0.1,0.001275,0,0.05,0,0
0.0256,0.00128,0.1,0.05,0,0,0,0.1,0.00128,0,0.05,0,0
0.0257,0.001285,0.1,0.05,0,0,0,0.1,0.001285,0,0.05,0,0
0.0258,0.00129,0.1,0.05,0,0,0,0.1,0.00129,0,0.05,0,0
0.0259,0.001295,0.1,0.05,0,0,0,0.1,0.001295,0,0.05,0,0
0.026,0.0013,0.1,0.05,0,0,0,0.1,0.0013,0,0.05,0,0
0.0261,0.001305,0.1,0.05,0,0,0,0.1,0.001305,0,0.05,0,0
0.0262,0.00131,0.1,0.05,0,0,0,0.1,0.00131,0,0.05,0,0
0.0263,0.001315,0.1,0.05,0,0,0,0.1,0.001315,0,0.05,0,0
0.0264,0.00132,0.1,0.05,0,0,0,0.1,0.00132,0,0.05,0,0
0.0265,0.001325,0.1,0.05,0,0,0,0.1,0.001325,0,0.05,0,0
0.0266,0.00133,0.1,0.05,0,0,0,0.1,0.00133,0,0.05,0,0
0.0267,0.001335,0.1,0.05,0,0,0,0.1,0.001335,0,0.05,0,0
0.0268,0.00134,0.1,0.05,0,0,0,0.1,0.00134,0,0.05,0,0
0.0269,0.001345,0.1,0.05,0,0,0,0.1,0.001345,0,0.05,0,0
0.027,0.00135,0.1,0.05,0,0,0,0.1,0.00135,0,0.05,0,0
0.0271,0.001355,0.1,0.05,0,0,0,0.1,0.001355,0,0.05,0,0
0.0272,0.00136,0.1,0.05,0,0,0,0.1,0.00136,0,0.05,0,0
0.0273,0.001365,0.1,0.05,0,0,0,0.1,0.001365,0,0.05,0,0
0.0274,0.00137,0.1,0.05,0,0,0,0.1,0.00137,0,0.05,0,0
0.0275,0.001375,0.1,0.05,0,0,0,0.1,0.001375,0,0.05,0,0
0.0276,0.00138,0.1,0.05,0,0,0,0.1,0.00138,0,0.05,0,0
0.0277,0.001385,0.1,0.05,0,0,0,0.1,0.001385,0,0.05,0,0
0.0278,0.00139,0.1,0.05,0,0,0,0.1,0.00139,0,0.05,0,0
0.0279,0.001395,0.1,0.05,0,0,0,0.1,0.001395,0,0.05,0,0
0.028,0.0014,0.1,0.05,0,0,0,0.1,0.0014,0,0.05,0,0
0.0281,0.001405,0.1,0.05,0,0,0,0.1,0.001405,0,0.05,0,0
0.0282,0.00141,0.1,0.05,0,0,0,0.1,0.00141,0,0.05,0,0
0.0283,0.001415,0.1,0.05,0,0,0,0.1,0.001415,0,0.05,0,0
0.0284,0.00142,0.1,0.05,0,0,0,0.1,0.00142,0,0.05,0,0
0.0285,0.001425,0.1,0.05,0,0,0,0.1,0.001425,0,0.05,0,0
0.0286,0.00143,0.1,0.05,0,0,0,0.1,0.00143,0,0.05,0,0
0.0287,0.001435,0.1,0.05,0,0,0,0.1,0.001435,0,0.05,0,0
0.0288,0.00144,0.1,0.05,0,0,0,0.1,0.00144,0,0.05,0,0
0.0289,0.001445,0.1,0.05,0,0,0,0.1,0.001445,0,0.05,0,0
0.029,0.00145,0.1,0.05,0,0,0,0.1,0.00145,0,0.05,0,0
0.0291,0.001455,0.1,0.05,0,0,0,0.1,0.001455,0,0.05,0,0
0.0292,0.00146,0.1,0.05,0,0,0,0.1,0.00146,0,0.05,0,0
0.0293,0.001465,0.1,0.05,0,0,0,0.1,0.001465,0,0.05,0,0
0.0294,0.00147,0.1,0.05,0,0,0,0.1,0.00147,0,0.05,0,0
0.0295,0.001475,0.1,0.05,0,0,0,0.1,0.001475,0,0.05,0,0
0.0296,0.00148,0.1,0.05,0,0,0,0.1,0.00148,0,0.05,0,0
0.0297,0.001485,0.1,0.05,0,0,0,0.1,0.001485,0,0.05,0,0
0.0298,0.00149,0.1,0.05,0,0,0,0.1,0.00149,0,0.05,0,0
0.0299,0.001495,0.1,0.05,0,0,0,0.1,0.001495,0,0.05,0,0
0.03,0.0015,0.1,0.05,0,0,0,0.1,0.0015,0,0.05,0,0
0.0301,0.001505,0.1,0.05,0,0,0,0.1,0.001505,0,0.05,0,0
0.0302,0.00151,0.1,0.05,0,0,0,0.1,0.00151,0,0.05,0,0
0.0303,0.001515,0.1,0.05,0,0,0,0.1,0.001515,0,0.05,0,0
0.0304,0.00152,0.1,0.05,0,0,0,0.1,0.00152,0,0.05,0,0
0.0305,0.001525,0.1,0.05,0,0,0,0.1,0.001525,0,0.05,0,0
0.0306,0.00153,0.1,0.05,0,0,0,0.1,0.00153,0,0.05,0,0
0.0307,0.001535,0.1,0.05,0,0,0,0.1,0.001535,0,0.05,0,0
0.0308,0.00154,0.1,0.05,0,0,0,0.1,0.00154,0,0.05,0,0
0.0309,0.001545,0.1,0.05,0,0,0,0.1,0.001545,0,0.05,0,0
0.031,0.00155,0.1,0.05,0,0,0,0.1,0.00155,0,0.05,0,0
0.0311,0.001555,0.1,0.05,0,0,0,0.1,0.001555,0,0.05,0,0
0.0312,0.00156,0.1,0.05,0,0,0,0.1,0.00156,0,0.05,0,0
0.0313,0.001565,0.1,0.05,0,0,0,0.1,0.001565,0,0.05,0,0
0.0314,0.00157,0.1,0.05,0,0,0,0.1,0.00157,0,0.05,0,0
0.0315,0.001575,0.1,0.05,0,0,0,0.1,0.001575,0,0.05,0,0
0.0316,0.00158,0.1,0.05,0,0,0,0.1,0.00158,0,0.05,0,0
0.0317,0.001585,0.1,0.05,0,0,0,0.1,0.001585,0,0.05,0,0
0.0318,0.00159,0.1,0.05,0,0,0,0.1,0.00159,0,0.05,0,0
0.0319,0.001595,0.1,0.05,0,0,0,0.1,0.001595,0,0.05,0,0
0.032,0.0016,0.1,0.05,0,0,0,0.1,0.0016,0,0.05,0,0
